repo_name,total_events,unique_actors,bot_events,first_event,last_event,phish_name_flag,ai_coauthor_flag,total_payload_b,events_per_actor,bot_ratio,time_span_s,events_per_second,event_type_diversity,distinct_branches,suspicious_score
arisecode/flutter-to-do-list,1,1,1,2026-04-15 12:01:55+00:00,2026-04-15 12:01:55+00:00,False,False,651,1.0,1.0,0.0,1.0,1,0,4
tolmanw/troop-phys-dashboard,1,1,1,2026-04-15 12:01:22+00:00,2026-04-15 12:01:22+00:00,False,False,632,1.0,1.0,0.0,1.0,1,0,4
DataDog/datadog-agent,1,1,1,2026-04-15 12:01:28+00:00,2026-04-15 12:01:28+00:00,False,False,852,1.0,1.0,0.0,1.0,1,0,4
wbynum/Pluto-TV-Playlists,1,1,1,2026-04-15 12:01:53+00:00,2026-04-15 12:01:53+00:00,False,False,626,1.0,1.0,0.0,1.0,1,0,4
srhady/bingstream,1,1,1,2026-04-15 12:01:53+00:00,2026-04-15 12:01:53+00:00,False,False,610,1.0,1.0,0.0,1.0,1,0,4
1422756921/metrics,1,1,1,2026-04-15 12:01:53+00:00,2026-04-15 12:01:53+00:00,False,False,614,1.0,1.0,0.0,1.0,1,0,4
VibesTribe/vibeflow,1,1,1,2026-04-15 12:01:32+00:00,2026-04-15 12:01:32+00:00,False,False,614,1.0,1.0,0.0,1.0,1,0,4
codebuilder0101/pro-hey,1,1,1,2026-04-15 12:01:53+00:00,2026-04-15 12:01:53+00:00,False,False,622,1.0,1.0,0.0,1.0,1,0,4
zoreu/adblock_filter_ptbr,1,1,1,2026-04-15 12:01:32+00:00,2026-04-15 12:01:32+00:00,False,False,626,1.0,1.0,0.0,1.0,1,0,4
mochizuki0323/mesa-git,1,1,1,2026-04-15 12:01:32+00:00,2026-04-15 12:01:32+00:00,False,False,620,1.0,1.0,0.0,1.0,1,0,4
vilage777/my-vpn-su,1,1,1,2026-04-15 12:01:32+00:00,2026-04-15 12:01:32+00:00,False,False,614,1.0,1.0,0.0,1.0,1,0,4
B4TM4N-0/catalog-sniper,1,1,1,2026-04-15 12:01:32+00:00,2026-04-15 12:01:32+00:00,False,False,622,1.0,1.0,0.0,1.0,1,0,4
fairusfarizki/refactored-barnacle,1,1,1,2026-04-15 12:01:32+00:00,2026-04-15 12:01:32+00:00,False,False,642,1.0,1.0,0.0,1.0,1,0,4
marlanperumal/eggscaliber-lite,1,1,1,2026-04-15 12:01:32+00:00,2026-04-15 12:01:32+00:00,False,False,660,1.0,1.0,0.0,1.0,1,0,4
remarkablemark/playwright-demo,2,1,2,2026-04-15 12:01:31+00:00,2026-04-15 12:01:33+00:00,False,False,1207,2.0,1.0,2.0,1.0,2,0,4
RamanAdolphbketz/Poundquanquanhou,1,1,1,2026-04-15 12:01:28+00:00,2026-04-15 12:01:28+00:00,False,False,642,1.0,1.0,0.0,1.0,1,0,4
ASoult10/Knowledge-Base-Turno-De-Tarde-ISPP-25-26,1,1,1,2026-04-15 12:01:28+00:00,2026-04-15 12:01:28+00:00,False,False,678,1.0,1.0,0.0,1.0,1,0,4
fitexgit/fitex,1,1,1,2026-04-15 12:01:23+00:00,2026-04-15 12:01:23+00:00,False,False,604,1.0,1.0,0.0,1.0,1,0,4
PowellHardyjwnw/Robertatongzaiyan,1,1,1,2026-04-15 12:01:23+00:00,2026-04-15 12:01:23+00:00,False,False,642,1.0,1.0,0.0,1.0,1,0,4
weizeyuu-bot/eletra-oa,1,1,1,2026-04-15 12:00:30+00:00,2026-04-15 12:00:30+00:00,False,False,606,1.0,1.0,0.0,1.0,1,0,4
f000167a/espolada_news,1,1,1,2026-04-15 12:02:05+00:00,2026-04-15 12:02:05+00:00,False,False,620,1.0,1.0,0.0,1.0,1,0,4
TheCodingDad-TisonK/FS25_WorkplaceTriggers,1,1,1,2026-04-15 12:02:05+00:00,2026-04-15 12:02:05+00:00,False,False,669,1.0,1.0,0.0,1.0,1,0,4
mchestr/kubestats,2,1,2,2026-04-15 12:00:45+00:00,2026-04-15 12:00:58+00:00,False,False,1231,2.0,1.0,13.0,0.15384615384615385,1,0,4
moh-affan/moh-affan,1,1,1,2026-04-15 12:00:19+00:00,2026-04-15 12:00:19+00:00,False,False,612,1.0,1.0,0.0,1.0,1,0,4
Gisele-Nuness/Gisele-Nuness,1,1,1,2026-04-15 12:00:19+00:00,2026-04-15 12:00:19+00:00,False,False,628,1.0,1.0,0.0,1.0,1,0,4
NoHop3/fs-frontend-project,1,1,1,2026-04-15 12:00:19+00:00,2026-04-15 12:00:19+00:00,False,False,641,1.0,1.0,0.0,1.0,1,0,4
Vini-Paixao/Vini-Paixao,1,1,1,2026-04-15 12:00:19+00:00,2026-04-15 12:00:19+00:00,False,False,622,1.0,1.0,0.0,1.0,1,0,4
bhardwajRahul/terraform-provider-tailscale,1,1,1,2026-04-15 12:00:19+00:00,2026-04-15 12:00:19+00:00,False,False,628,1.0,1.0,0.0,1.0,1,0,4
blockscout/blockscout,2,1,2,2026-04-15 12:00:19+00:00,2026-04-15 12:00:19+00:00,False,False,9466,2.0,1.0,0.0,2.0,1,0,4
DangerTobbs/vogelhaus-cal,1,1,1,2026-04-15 12:00:25+00:00,2026-04-15 12:00:25+00:00,False,False,626,1.0,1.0,0.0,1.0,1,0,4
soenneker/soenneker.security.parsers.basicauth.functions,1,1,1,2026-04-15 12:00:25+00:00,2026-04-15 12:00:25+00:00,False,False,749,1.0,1.0,0.0,1.0,1,1,4
redhat-appstudio-qe/devfile-sample-hello-world-qkhwap,1,1,1,2026-04-15 12:00:26+00:00,2026-04-15 12:00:26+00:00,False,False,925,1.0,1.0,0.0,1.0,1,0,4
sunrichard888/warinfo,1,1,1,2026-04-15 12:00:26+00:00,2026-04-15 12:00:26+00:00,False,False,620,1.0,1.0,0.0,1.0,1,0,4
apideck-libraries/sdk-typescript,1,1,1,2026-04-15 12:02:06+00:00,2026-04-15 12:02:06+00:00,False,False,847,1.0,1.0,0.0,1.0,1,0,4
stephenolivas/close-first-sales-meeting,1,1,1,2026-04-15 12:00:26+00:00,2026-04-15 12:00:26+00:00,False,False,654,1.0,1.0,0.0,1.0,1,0,4
volodymyrsstetsiuk-debug/dealhunter,1,1,1,2026-04-15 12:00:26+00:00,2026-04-15 12:00:26+00:00,False,False,646,1.0,1.0,0.0,1.0,1,0,4
jeanettaskafidas/test,1,1,1,2026-04-15 12:02:05+00:00,2026-04-15 12:02:05+00:00,False,False,616,1.0,1.0,0.0,1.0,1,0,4
EgbertBloomerkzsvv/Scrippsdanzhuhan,1,1,1,2026-04-15 12:00:28+00:00,2026-04-15 12:00:28+00:00,False,False,646,1.0,1.0,0.0,1.0,1,0,4
argoproj/argo-cd,1,1,1,2026-04-15 12:00:28+00:00,2026-04-15 12:00:28+00:00,False,False,809,1.0,1.0,0.0,1.0,1,0,4
touhidurrr/iplist-youtube,1,1,1,2026-04-15 12:00:37+00:00,2026-04-15 12:00:37+00:00,False,False,624,1.0,1.0,0.0,1.0,1,0,4
Fgaoxing/Fgaoxing,1,1,1,2026-04-15 12:00:19+00:00,2026-04-15 12:00:19+00:00,False,False,608,1.0,1.0,0.0,1.0,1,0,4
ZoneCog/opencog-central,1,1,1,2026-04-15 12:00:30+00:00,2026-04-15 12:00:30+00:00,False,False,893,1.0,1.0,0.0,1.0,1,1,4
desmondkusagah-bot/Movie_Recommender-Project,1,1,1,2026-04-15 12:00:19+00:00,2026-04-15 12:00:19+00:00,False,False,668,1.0,1.0,0.0,1.0,1,0,4
Spencerx/grpc-go,1,1,1,2026-04-15 12:02:06+00:00,2026-04-15 12:02:06+00:00,False,False,578,1.0,1.0,0.0,1.0,1,0,4
GtHub75/SCP,1,1,1,2026-04-15 12:00:46+00:00,2026-04-15 12:00:46+00:00,False,False,598,1.0,1.0,0.0,1.0,1,0,4
Whwbmb/Whwbmb,1,1,1,2026-04-15 12:00:18+00:00,2026-04-15 12:00:18+00:00,False,False,600,1.0,1.0,0.0,1.0,1,0,4
GTG0116/JTWCTyphoonData,1,1,1,2026-04-15 12:00:19+00:00,2026-04-15 12:00:19+00:00,False,False,651,1.0,1.0,0.0,1.0,1,0,4
Ashraf8ila/tesla-comed,1,1,1,2026-04-15 12:00:19+00:00,2026-04-15 12:00:19+00:00,False,False,620,1.0,1.0,0.0,1.0,1,0,4
IitoyoFujiyamaYua/AutoGreen,1,1,1,2026-04-15 12:00:19+00:00,2026-04-15 12:00:19+00:00,False,False,630,1.0,1.0,0.0,1.0,1,0,4
sufiyansaboowala/sufiyansaboowala,1,1,1,2026-04-15 12:02:06+00:00,2026-04-15 12:02:06+00:00,False,False,642,1.0,1.0,0.0,1.0,1,0,4
nowo-tech/PasswordToggleBundle,1,1,1,2026-04-15 12:00:19+00:00,2026-04-15 12:00:19+00:00,False,False,802,1.0,1.0,0.0,1.0,1,0,4
miaturrohmawati/curly-enigma,1,1,1,2026-04-15 12:00:18+00:00,2026-04-15 12:00:18+00:00,False,False,634,1.0,1.0,0.0,1.0,1,0,4
pworker9/getrss,1,1,1,2026-04-15 12:00:19+00:00,2026-04-15 12:00:19+00:00,False,False,606,1.0,1.0,0.0,1.0,1,0,4
MengZe2l/auto-green,1,1,1,2026-04-15 12:00:26+00:00,2026-04-15 12:00:26+00:00,False,False,614,1.0,1.0,0.0,1.0,1,0,4
Xchat1/cfnew,1,1,1,2026-04-15 12:00:18+00:00,2026-04-15 12:00:18+00:00,False,False,600,1.0,1.0,0.0,1.0,1,0,4
kleinpa/sundial,1,1,1,2026-04-15 12:00:18+00:00,2026-04-15 12:00:18+00:00,False,False,543,1.0,1.0,0.0,1.0,1,0,4
Malolat93prg/projekty-ppb,1,1,1,2026-04-15 12:00:18+00:00,2026-04-15 12:00:18+00:00,False,False,626,1.0,1.0,0.0,1.0,1,0,4
muzammilar/timescaledb,1,1,1,2026-04-15 12:00:18+00:00,2026-04-15 12:00:18+00:00,False,False,590,1.0,1.0,0.0,1.0,1,0,4
Ryanforce08/Ryanforce08,1,1,1,2026-04-15 12:00:18+00:00,2026-04-15 12:00:18+00:00,False,False,620,1.0,1.0,0.0,1.0,1,0,4
aiueo0306/IryokikanPortal,1,1,1,2026-04-15 12:00:18+00:00,2026-04-15 12:00:18+00:00,False,False,624,1.0,1.0,0.0,1.0,1,0,4
me-sreekanth/Youtube-Shorts_maker,1,1,1,2026-04-15 12:02:03+00:00,2026-04-15 12:02:03+00:00,False,False,642,1.0,1.0,0.0,1.0,1,0,4
ecomplus-stores/ludylingerie,2,1,2,2026-04-15 12:00:19+00:00,2026-04-15 12:00:26+00:00,False,False,1640,2.0,1.0,7.0,0.2857142857142857,1,0,4
Balty1991/BetAnalyticsProV4,1,1,1,2026-04-15 12:00:45+00:00,2026-04-15 12:00:45+00:00,False,False,630,1.0,1.0,0.0,1.0,1,0,4
obijing39/zuyi-6,1,1,1,2026-04-15 12:00:45+00:00,2026-04-15 12:00:45+00:00,False,False,606,1.0,1.0,0.0,1.0,1,0,4
thimdanktahuho456457456/thimdanktahuho456457456,1,1,1,2026-04-15 12:01:02+00:00,2026-04-15 12:01:02+00:00,False,False,670,1.0,1.0,0.0,1.0,1,0,4
DwightWells/endless,1,1,1,2026-04-15 12:00:45+00:00,2026-04-15 12:00:45+00:00,False,False,612,1.0,1.0,0.0,1.0,1,0,4
janmej0y/tunik-tunik,1,1,1,2026-04-15 12:00:46+00:00,2026-04-15 12:00:46+00:00,False,False,609,1.0,1.0,0.0,1.0,1,0,4
Willow-source/thortracking.github.io,1,1,1,2026-04-15 12:02:03+00:00,2026-04-15 12:02:03+00:00,False,False,648,1.0,1.0,0.0,1.0,1,0,4
Friedux/Friedux,1,1,1,2026-04-15 12:00:46+00:00,2026-04-15 12:00:46+00:00,False,False,606,1.0,1.0,0.0,1.0,1,0,4
rhtap-perf-test/nodejs-devfile-sample-stgrh01cs-jhutar-1-tenant,1,1,1,2026-04-15 12:00:46+00:00,2026-04-15 12:00:46+00:00,False,False,921,1.0,1.0,0.0,1.0,1,0,4
smallkirby/favrec,1,1,1,2026-04-15 12:02:03+00:00,2026-04-15 12:02:03+00:00,False,False,589,1.0,1.0,0.0,1.0,1,0,4
CROW-B3/core-notification-service,1,1,1,2026-04-15 12:00:37+00:00,2026-04-15 12:00:37+00:00,False,False,806,1.0,1.0,0.0,1.0,1,0,4
agathaagni/AutoGreen,1,1,1,2026-04-15 12:00:37+00:00,2026-04-15 12:00:37+00:00,False,False,614,1.0,1.0,0.0,1.0,1,0,4
buggyblues/shadow,1,1,1,2026-04-15 12:02:05+00:00,2026-04-15 12:02:05+00:00,False,False,809,1.0,1.0,0.0,1.0,1,0,4
openxla/xla,1,1,1,2026-04-15 12:00:29+00:00,2026-04-15 12:00:29+00:00,False,False,804,1.0,1.0,0.0,1.0,1,1,4
allan-verde/allan-verde,1,1,1,2026-04-15 12:00:30+00:00,2026-04-15 12:00:30+00:00,False,False,622,1.0,1.0,0.0,1.0,1,0,4
f2rra/Eksperimen_SML_Fathur,1,1,1,2026-04-15 12:00:30+00:00,2026-04-15 12:00:30+00:00,False,False,628,1.0,1.0,0.0,1.0,1,0,4
sahandsahabi553-prog/terraform-google-semantic-docs,1,1,1,2026-04-15 12:00:30+00:00,2026-04-15 12:00:30+00:00,False,False,678,1.0,1.0,0.0,1.0,1,0,4
Zineb-Yousfi/Zineb-Yousfi,1,1,1,2026-04-15 12:00:30+00:00,2026-04-15 12:00:30+00:00,False,False,628,1.0,1.0,0.0,1.0,1,0,4
stratagemdrive/elsalvador-local,1,1,1,2026-04-15 12:00:30+00:00,2026-04-15 12:00:30+00:00,False,False,638,1.0,1.0,0.0,1.0,1,0,4
buhtigd1/VVTV,1,1,1,2026-04-15 12:00:45+00:00,2026-04-15 12:00:45+00:00,False,False,602,1.0,1.0,0.0,1.0,1,0,4
wantolab192-cmyk/Auto-IPTV-Kapten,1,1,1,2026-04-15 12:00:45+00:00,2026-04-15 12:00:45+00:00,False,False,642,1.0,1.0,0.0,1.0,1,0,4
IronClone/SecLists,1,1,1,2026-04-15 12:02:04+00:00,2026-04-15 12:02:04+00:00,False,False,786,1.0,1.0,0.0,1.0,1,0,4
jeffbai996/ticker-tape-web,1,1,1,2026-04-15 12:00:45+00:00,2026-04-15 12:00:45+00:00,False,False,628,1.0,1.0,0.0,1.0,1,0,4
KiteaUser/steam-stats,1,1,1,2026-04-15 12:00:37+00:00,2026-04-15 12:00:37+00:00,False,False,618,1.0,1.0,0.0,1.0,1,0,4
gill876/gill876,1,1,1,2026-04-15 12:00:45+00:00,2026-04-15 12:00:45+00:00,False,False,606,1.0,1.0,0.0,1.0,1,0,4
arkhanrimu/nofollowsite,1,1,1,2026-04-15 12:00:45+00:00,2026-04-15 12:00:45+00:00,False,False,622,1.0,1.0,0.0,1.0,1,0,4
Setiawan007/Temporary-Gmail,2,1,2,2026-04-15 12:02:03+00:00,2026-04-15 12:02:04+00:00,False,False,1256,2.0,1.0,1.0,2.0,1,0,4
Shadow-Develops/ShadowStatus,1,1,1,2026-04-15 12:00:37+00:00,2026-04-15 12:00:37+00:00,False,False,818,1.0,1.0,0.0,1.0,1,0,4
sheikharifulislam/analytics,1,1,1,2026-04-15 12:02:05+00:00,2026-04-15 12:02:05+00:00,False,False,602,1.0,1.0,0.0,1.0,1,0,4
Soulverse-Ecosystem/status-check,1,1,1,2026-04-15 12:00:37+00:00,2026-04-15 12:00:37+00:00,False,False,832,1.0,1.0,0.0,1.0,1,0,4
jdchdz/Github-jdchdz,1,1,1,2026-04-15 12:02:03+00:00,2026-04-15 12:02:03+00:00,False,False,614,1.0,1.0,0.0,1.0,1,0,4
staddss/rss,1,1,1,2026-04-15 12:02:04+00:00,2026-04-15 12:02:04+00:00,False,False,596,1.0,1.0,0.0,1.0,1,0,4
shooin2020/Anonymous-X-multi-proxy-config-fetcher-,1,1,1,2026-04-15 12:00:37+00:00,2026-04-15 12:00:37+00:00,False,False,674,1.0,1.0,0.0,1.0,1,0,4
depot/benchmark-mastodon,1,1,1,2026-04-15 12:00:45+00:00,2026-04-15 12:00:45+00:00,False,False,759,1.0,1.0,0.0,1.0,1,0,4
fanaticscripter/legendary-study,1,1,1,2026-04-15 12:00:45+00:00,2026-04-15 12:00:45+00:00,False,False,638,1.0,1.0,0.0,1.0,1,0,4
Urk1997/lst_01,1,1,1,2026-04-15 12:02:03+00:00,2026-04-15 12:02:03+00:00,False,False,602,1.0,1.0,0.0,1.0,1,0,4
hlzx-cpu/VEX-rankings,1,1,1,2026-04-15 12:00:45+00:00,2026-04-15 12:00:45+00:00,False,False,618,1.0,1.0,0.0,1.0,1,0,4
amigo-labs/amigo-native,1,1,1,2026-04-15 12:00:45+00:00,2026-04-15 12:00:45+00:00,False,False,796,1.0,1.0,0.0,1.0,1,0,4
Ridham1010/Ridham1010,1,1,1,2026-04-15 12:00:37+00:00,2026-04-15 12:00:37+00:00,False,False,620,1.0,1.0,0.0,1.0,1,0,4
minneapolewis/minneapolewis.github.io,1,1,1,2026-04-15 12:00:45+00:00,2026-04-15 12:00:45+00:00,False,False,650,1.0,1.0,0.0,1.0,1,0,4
hmdfurniture/hmd-tracking,17,1,0,2026-04-15 12:00:50+00:00,2026-04-15 12:02:06+00:00,False,False,10370,17.0,0.0,76.0,0.2236842105263158,1,0,3
ODD-DEV/marketing-dashboard,2,1,2,2026-04-15 12:00:05+00:00,2026-04-15 12:02:00+00:00,False,False,1260,2.0,1.0,115.0,0.017391304347826087,1,0,3
hmcts/cnp-flux-config,2,1,2,2026-04-15 12:00:56+00:00,2026-04-15 12:01:18+00:00,False,False,1618,2.0,1.0,22.0,0.09090909090909091,1,0,3
vamshikrishnas2001-bot/pravi-frontend,2,1,2,2026-04-15 12:00:30+00:00,2026-04-15 12:02:05+00:00,False,False,1332,2.0,1.0,95.0,0.021052631578947368,1,0,3
aurora-is-near/aurora-engine,4,2,3,2026-04-15 12:01:16+00:00,2026-04-15 12:01:18+00:00,False,False,3516,2.0,0.75,2.0,2.0,3,1,3
camunda/form-playground,3,1,3,2026-04-15 12:00:13+00:00,2026-04-15 12:01:59+00:00,False,False,2421,3.0,1.0,106.0,0.02830188679245283,2,1,3
Yuuji-Hasegawa/html-bx-08,3,1,3,2026-04-15 12:00:17+00:00,2026-04-15 12:00:52+00:00,False,False,1899,3.0,1.0,35.0,0.08571428571428572,1,0,3
playcanvas/vscode-extension,4,1,4,2026-04-15 12:00:34+00:00,2026-04-15 12:01:27+00:00,False,False,13160,4.0,1.0,53.0,0.07547169811320754,2,3,3
maanasa-s-5539/CrashPoint-IOS-MCP,14,1,0,2026-04-15 12:00:17+00:00,2026-04-15 12:01:05+00:00,False,False,8622,14.0,0.0,48.0,0.2916666666666667,2,0,3
No2-Phoenix/blog-images,18,1,0,2026-04-15 12:00:05+00:00,2026-04-15 12:01:13+00:00,False,False,10890,18.0,0.0,68.0,0.2647058823529412,1,0,3
sidarthus89/EVE-Data-Site-Dev,23,1,0,2026-04-15 12:00:11+00:00,2026-04-15 12:02:06+00:00,False,False,14283,23.0,0.0,115.0,0.2,1,0,3
asleekgeek/azure-search-power-skills,2,1,2,2026-04-15 12:00:30+00:00,2026-04-15 12:01:05+00:00,False,False,1334,2.0,1.0,35.0,0.05714285714285714,1,0,3
soenneker/soenneker.kiota.util,2,2,2,2026-04-15 12:01:37+00:00,2026-04-15 12:01:37+00:00,False,False,3391,1.0,1.0,0.0,2.0,2,0,3
Assist071/MyLoaderUpdates,12,1,0,2026-04-15 12:00:09+00:00,2026-04-15 12:02:03+00:00,False,False,7236,12.0,0.0,114.0,0.10526315789473684,1,0,3
sidarthus89/EVE-Data-Site,28,1,0,2026-04-15 12:00:09+00:00,2026-04-15 12:02:06+00:00,False,False,17164,28.0,0.0,117.0,0.23931623931623933,1,0,3
waqar0345/Sid,12,1,0,2026-04-15 12:00:03+00:00,2026-04-15 12:01:58+00:00,False,False,6900,12.0,0.0,115.0,0.10434782608695652,1,0,3
AceSeat/RpmArmE2eTestRepo,15,1,0,2026-04-15 12:01:45+00:00,2026-04-15 12:02:06+00:00,False,False,9336,15.0,0.0,21.0,0.7142857142857143,2,8,3
aicantera/n8n,15,1,0,2026-04-15 12:00:34+00:00,2026-04-15 12:01:13+00:00,False,False,8640,15.0,0.0,39.0,0.38461538461538464,1,0,3
BIwashi/apogee,3,2,2,2026-04-15 12:00:30+00:00,2026-04-15 12:00:45+00:00,False,False,1901,1.5,0.6666666666666666,15.0,0.2,2,1,3
zachbomb/Talos-Cluster,14,2,14,2026-04-15 12:00:03+00:00,2026-04-15 12:02:06+00:00,False,False,12177,7.0,1.0,123.0,0.11382113821138211,3,6,3
salisk/k8s-gitops,4,2,3,2026-04-15 12:01:32+00:00,2026-04-15 12:02:00+00:00,False,False,2435,2.0,0.75,28.0,0.14285714285714285,1,0,3
cosmocws/zelenza_app,14,1,0,2026-04-15 12:00:45+00:00,2026-04-15 12:01:32+00:00,False,False,8260,14.0,0.0,47.0,0.2978723404255319,1,0,3
argoproj-labs/gitops-promoter-demo,4,1,4,2026-04-15 12:00:11+00:00,2026-04-15 12:02:05+00:00,False,False,3507,4.0,1.0,114.0,0.03508771929824561,1,0,3
MrExplode/ShowManager,2,1,2,2026-04-15 12:00:28+00:00,2026-04-15 12:00:58+00:00,False,False,1179,2.0,1.0,30.0,0.06666666666666667,2,0,3
omnidotdev/runa-app,4,1,4,2026-04-15 12:00:26+00:00,2026-04-15 12:01:13+00:00,False,False,3143,4.0,1.0,47.0,0.0851063829787234,1,0,3
claudecodejg-bot/cost-dashboard,5,1,5,2026-04-15 12:00:26+00:00,2026-04-15 12:01:59+00:00,False,False,3180,5.0,1.0,93.0,0.053763440860215055,1,0,3
xstar97/cluster,9,2,9,2026-04-15 12:01:18+00:00,2026-04-15 12:01:57+00:00,False,False,7108,4.5,1.0,39.0,0.23076923076923078,4,4,3
Informatievlaanderen/rfc3339-datetimeoffset,2,1,2,2026-04-15 12:00:37+00:00,2026-04-15 12:01:44+00:00,False,False,1727,2.0,1.0,67.0,0.029850746268656716,1,0,3
whitkirkchurch/streaming-utilities,2,1,2,2026-04-15 12:00:12+00:00,2026-04-15 12:01:53+00:00,False,False,1856,2.0,1.0,101.0,0.019801980198019802,2,1,3
MIchael-wufan/test,30,1,0,2026-04-15 12:00:26+00:00,2026-04-15 12:02:06+00:00,False,False,18030,30.0,0.0,100.0,0.3,1,0,3
sepehrhaghighi/infoskjermen-media,12,1,0,2026-04-15 12:00:26+00:00,2026-04-15 12:01:32+00:00,False,False,7584,12.0,0.0,66.0,0.18181818181818182,1,0,3
deepsourcestatus/test-repository,3,2,3,2026-04-15 12:00:03+00:00,2026-04-15 12:00:26+00:00,False,False,2541,1.5,1.0,23.0,0.13043478260869565,2,1,3
SoliSpirit/SolVPN,33,1,0,2026-04-15 12:00:09+00:00,2026-04-15 12:02:06+00:00,False,False,19404,33.0,0.0,117.0,0.28205128205128205,1,0,3
absgeoviz/sicada,14,1,0,2026-04-15 12:00:26+00:00,2026-04-15 12:00:56+00:00,False,False,8162,14.0,0.0,30.0,0.4666666666666667,1,0,3
amaralofertas/ofertas,14,1,0,2026-04-15 12:00:12+00:00,2026-04-15 12:02:06+00:00,False,False,8498,14.0,0.0,114.0,0.12280701754385964,1,0,3
Rahuljoshi07/Rahuljoshi07,2,1,2,2026-04-15 12:00:25+00:00,2026-04-15 12:01:33+00:00,False,False,1252,2.0,1.0,68.0,0.029411764705882353,1,0,3
HubSpot/HubSpot-public-api-spec-collection,13,1,0,2026-04-15 12:00:12+00:00,2026-04-15 12:02:05+00:00,False,False,10478,13.0,0.0,113.0,0.11504424778761062,1,0,3
BDKB33/tv-data,11,1,0,2026-04-15 12:00:09+00:00,2026-04-15 12:00:13+00:00,False,False,6292,11.0,0.0,4.0,2.75,1,0,3
dishankgargoss/kernel-firmware,17,1,0,2026-04-15 12:00:00+00:00,2026-04-15 12:00:34+00:00,False,False,10775,17.0,0.0,34.0,0.5,1,17,3
ClarenceCreativeKitchen/cck-schedule,2,1,2,2026-04-15 12:00:17+00:00,2026-04-15 12:01:10+00:00,False,False,1296,2.0,1.0,53.0,0.03773584905660377,1,0,3
minagocorporation-ux/Dsgghjfghdf,17,1,0,2026-04-15 12:00:00+00:00,2026-04-15 12:02:03+00:00,False,False,11050,17.0,0.0,123.0,0.13821138211382114,1,0,3
lakshit77/n8n-backup,30,1,0,2026-04-15 12:00:37+00:00,2026-04-15 12:02:06+00:00,False,False,17730,30.0,0.0,89.0,0.33707865168539325,1,0,3
markeb10/health-checkin,12,1,0,2026-04-15 12:00:17+00:00,2026-04-15 12:01:17+00:00,False,False,7104,12.0,0.0,60.0,0.2,1,0,3
